target,group,p_group,base,delta,lo95,hi95,lob,hib,ratio,mean_ret,n_avg,n_anchor
W120: 120일 +100%↑,base top50,5.55056179775281,2.2898148850640627,3.260746912688746,0.812192513154975,6.639861447169279,0.20695793530575446,9.126292983650584,2.4240220613281234,16.649768308045864,50.0,89
W120: 120일 +100%↑,base top10,8.988764044943819,2.2898148850640627,6.698949159879756,1.455885583299722,13.355245055485806,-0.0228612239739044,18.14820354798912,3.925541799721657,23.51890896839249,10.0,89
W120: 120일 +100%↑,rv63 Q5 ∩ mom12 Q5,8.188733157209024,2.2898148850640627,5.898918272144964,3.648159415992285,8.828063540091707,2.80511184173778,10.74075733152402,3.5761550903622172,8.808061612517077,219.6067415730337,89
W120: 120일 +100%↑,rev_g Q5 ∩ mom12 Q5,6.351094325531315,2.2898148850640627,4.061279440467253,2.910097412976261,5.606258397723401,2.4305850367715895,6.704143399825021,2.7736278451843623,15.226818565297059,141.06741573033707,89
W120: 120일 +100%↑,rev_g Q5 ∩ prox52 Q5,2.8148774881846377,2.2898148850640627,0.5250626031205754,-0.2208362284721054,1.401403477399604,-0.5508263913557833,1.937892330578143,1.2293035155572785,9.15556297332087,69.3932584269663,89
W120: 120일 +100%↑,size_amt Q1 ∩ mom12 Q5,2.706779987189927,2.2898148850640627,0.41696510212586424,-0.10096322320402254,1.0130580748175302,-0.3384722363036792,1.3819585393456528,1.1820955505380073,1.645588563821715,90.82022471910112,89
L60: 60일 −40%↓,mom12 Q5(상위20%),4.967502704114734,4.078546588657595,0.8889561154571406,0.2911335244645355,1.4399778220589152,-0.05575383560741821,1.7859076537364313,1.2179590440205634,4.882868169026494,636.8613861386139,101
L60: 60일 −40%↓,mom12 Q1(하위20%),10.968466391313397,4.078546588657595,6.889919802655804,5.480438978763037,8.340937203536376,4.8384287432570705,9.274089542387783,2.6893076131131157,-0.4559340643366428,636.5049504950495,101
L60: 60일 −40%↓,mom1 Q5(상위20%),7.288199539155235,4.078546588657595,3.209652950497642,2.1988733000885423,4.449010053447115,1.742709610715657,5.310654473412652,1.7869599821229598,2.4576469312617903,676.940594059406,101
L60: 60일 −40%↓,mom1 Q1(하위20%),8.494902597125066,4.078546588657595,4.416356008467474,3.4547985526303404,5.531029910695875,3.012733599864019,6.144565730737832,2.0828259313622457,1.3436758309802668,675.9108910891089,101
L60: 60일 −40%↓,upratio63 Q5(상위20%),2.284673392441803,4.078546588657595,-1.7938731962157912,-2.2325261994299024,-1.3947491942660644,-2.598322166776655,-1.1942972297231997,0.5601685165974225,3.715654302126934,670.940594059406,101
L60: 60일 −40%↓,upratio63 Q1(하위20%),9.736873944256288,4.078546588657595,5.658327355598694,4.963092564774764,6.38007541403789,4.521842461978182,6.841091960863708,2.3873391495231306,-0.7418078817755762,672.7821782178218,101
L60: 60일 −40%↓,size_amt Q5(상위20%),1.6284343810089807,4.078546588657595,-2.450112207648614,-2.8656270453803883,-2.0402657349314057,-3.115854529215992,-1.8298105399990747,0.3992683044341442,4.462258160582794,677.4356435643564,101
L60: 60일 −40%↓,size_amt Q1(하위20%),6.706437793208842,4.078546588657595,2.627891204551247,2.1649426085976615,3.1769711148222077,1.9486581410317485,3.713396935328262,1.6443205066872084,1.039995026802607,675.7326732673267,101
